#	Id	ClassId	NameStringId	LevelDesignGroupId		MissionGroupPresetId	MissionGrooupIndex					MissionLV		UIDisplayType	CanReDoThisMission	RegularMissonPresetId	ChildrenMissionPresetId1	ChildrenMissionPresetId2	ChildrenMissionPresetId3	ChildrenMissionPresetId4	LevelDesignID	MainID	SubID	StartMissionScript 	EndMissionScript	BelongToMissionId	MissionItemIdOnAcceptMission1	MissionItemCountOnAcceptMission1	MissionItemIdOnAcceptMission2	MissionItemCountOnAcceptMission2	MissionItemIdOnAcceptMission3	MissionItemCountOnAcceptMission3	MissionItemIdOnAcceptMission4	MissionItemCountOnAcceptMission4	AcceptMissionNPCID		AcceptMissionLevelDesignId		ReturnMissionNPCID	ReturnMissionPosition		ReturnMissionLevelDesignId		CompleteMissionCausalityStringStartId	CompleteMissionCausalityStringEndId	MissionTargetStringId	MissionTargetLevelDesignId	MissionTargetPosition	MissionDescStringID	AcceptConversationID	UnFinishMissionAcceptID	UnFinishMissionReturnID	ReturnConversationID	RewardExp			RewardGP	RewardPrestige	RewardSkillId	RewardLimit	RewardID1	RewardCount1	RewardRate1	RewardID2	RewardCount2	RewardRate2	RewardID3	RewardCount3	RewardRate3	RewardID4	RewardCount4	RewardRate4	RewardID5	RewardCount5	RewardRate5	Visible	GfxId	AutoShare	bMainMission							
#	Id																																																									30%																						21					20	
#	Id	Class 編號	名稱StringID	關卡群組	任務名稱（10字）	屬於哪一個任務群組	在任務群組的第幾個順位	所在關卡(動物城)	任務類型	人數類型	重接	任務樹承接等級顯示	任務難度等級	UI顯示類別	是否可以重覆解	制式任務追蹤編號	附屬子任務1	附屬子任務2	附屬子任務3	附屬子任務4	開啟LevelDesign	主標記	副標記	開始Script	結束Script 	"所屬任務
(步驟)"	承接任務時獲得的物品編號1	承接任務時獲得的物品數量1	承接任務時獲得的物品編號2	承接任務時獲得的物品數量2	承接任務時獲得的物品編號3	承接任務時獲得的物品數量3	承接任務時獲得的物品編號4	承接任務時獲得的物品數量4	接任務NPC	接任務NPC	接任務地點	接任務地點	還任務NPC	"任務追蹤
還任務NPC座標"	還任務NPC	還任務地點	還任務地點	任務目標String起始編號	任務目標String結尾編號	"任務追蹤
任務對象String"	"任務追蹤
對象所在關卡"	"任務追蹤
對象座標"	任務描述	接任務對話	任務提示(接取NPC)	任務提示(回報NPC)	還任務對話	獎勵Exp	修正以前獎勵Exp	任務種類備註	獎勵 GP	獎勵聲望	獎勵 技能	獎勵物品數量上限	"獎勵1物品
裝備飾品"	獎勵1數量	獎勵1機率	"獎勵2物品
藥水"	獎勵2數量	獎勵2機率	"獎勵3物品
武卷卷軸"	獎勵3數量	獎勵3機率	"獎勵4物品
防卷卷軸"	獎勵4數量	獎勵4機率	"獎勵5物品
傳卷復活"	獎勵5數量	獎勵5機率	顯示	圖檔	自動分享	主線與否	任務所需時間(秒)	目標怪物EXP	怪物擊殺目標隻數	殺夠怪物須過關次數	單級關卡GP參考	獎勵GP計算	原始排序
	944	9300	2000944	1003	10 紅帽象軍	4	11	神木密林	不重複：主線	1	否	20	28	0	0	944						944	0	Mission944Start											40164	膽大的士兵	1004	神木密林	40164	587 -0 251	膽大的士兵	1004	神木密林	8001879	8001879	3300017	1004	5438 100 3359	8011879	8025198	8025243		8025244	92730	37665	打怪	20492	64911		2	30002	3	5000	30008	3	5000	30022	1	5000	30023	1	5000	30027	1	5000					600	"3,091"	30				544
	945	9300	2000945	1003	11 村民訴求	4	12	神木密林	不重複：其他（對話、跑腿）	0	否	20	28	0	0	945						945	0	Mission945Start											40164	膽大的士兵	1004	神木密林	40042	10437 100 2410	受困村民	1004	神木密林	8001880	8001880	3100018			8011880	8025198	8025246		8025247	14190	4175	對話	342	9933																						10	0	0				545
	946	9300	2000946	1003	12 風管房的坦克大戰	4	13	神木密林	不重複：主線	1	否	20	30	0	0	946						946	0	Mission946Start	Mission946End										40042	受困村民	1004	神木密林	40042	10437 100 2410	受困村民	1004	神木密林	8001881	8001881	8040029	1004	10020 100 2950	8011881	8025198	8025249		8025250	20330	14825	副本	330	14231		2	1544	1	9000	1545	1	9000	1546	1	9000	1547	1	9000	30027	1	10000						"20,330"	1				546
	947	9300	2000947	1003	13 拯救村民	4	14	神木密林	不重複：其他（對話、跑腿）	0	否	20	30	0	0	947						947	0	Mission947Start	Mission947End										40042	受困村民	1004	神木密林	40042	10437 100 2410	受困村民	1004	神木密林	8001882	8001882	3100018	1004	10437 100 2410	8011882	8025198	8025252		8025253	14896	87794	跑腿	6136	10427		1	30002	1	9000	30008	1	8000	30022	1	3000	30023	1	3000	30029	1	3000					180	0	0				547
	948	9300	2000948	1003	14 泥漿山城戰	4	15	神木密林	不重複：主線	0	否	20	25	0	0	948						948	0	Mission948Start											40042	受困村民	1004	神木密林	40042	10437 100 2410	受困村民	1004	神木密林	8001883	8001883	8040029	1004	10020 100 2950	8011883	8025198	8025255		8025256	6792	3396	副本	370	4754		2	30002	5	10000	30002	10	10000	30008	5	10000	30008	10	10000	30014	5	10000						"6,792"	0				548
	949	9300	2000949	1003	15 一切平安	4	16	神木密林	不重複：其他（對話、跑腿）	0	否	20	28	0	0	949						949	0	Mission949Start											40042	受困村民	1004	神木密林	40164	587 -0 251	膽大的士兵	1004	神木密林	8001884	8001884	3200166			8011884	8025198	8025258		8025259	14190	10508	對話	1025	9933																						30	0	0				549
	950	9300	2000950	1003	16 手下敗將	4	17	神木密林	不重複：其他（對話、跑腿）	0	否	20	28	0	0	950						950	0	Mission950Start											40164	膽大的士兵	1004	神木密林	40161	5237 0 1041	象王	1004	神木密林	8001885	8001885	3002411			8011885	8025198	8025261		8025262	14190	10508	對話	1025	9933																						30	0	0				550
	951	9300	2000951	1003	17 空調的辦法	4	18	神木密林	不重複：其他（對話、跑腿）	0	否	20	28	0	0	951						951	0	Mission951Start											40161	象王	1004	神木密林	40002	-191 0 -900	吳用	3	英雄城1	8001886	8001886	3200002			8011886	8025198	8025264		8025265	14190	21016	對話	2049	9933		2	1429	1	9000	1430	1	9000	1431	1	9000	1432	1	9000	30027	1	10000					60	0	0				551
	952	9300	2000952	1003	18 象王反悔	4	19	英雄城1	不重複：其他（對話、跑腿）	0	否	20	28	0	0	952						952	0	Mission952Start											40002	吳用	3	英雄城1	40164	587 -0 251	膽大的士兵	1004	神木密林	8001887	8001887	3002501	1004	5237 0 1041	8011887	8025198	8025267	8025268	8025269	14190	42032	跑腿	4098	9933		1	30002	1	9000	30008	1	8000	30022	1	3000	30023	1	3000	30029	1	3000					120	0	0				552
	953	9300	2000953	1003	19 幫助村民	4	20	神木密林	不重複：其他（對話、跑腿）	0	否	20	28	0	0	953						953	0	Mission953Start											40164	膽大的士兵	1004	神木密林	40165	2917 0 464	推木工	1015	曙光之城	8001888	8001888	3200036			8011888	8025198	8025271		8025272	14190	3503	對話	342	9933																						10	0	0				553
	954	9300	2000954	1003	20 潛入戰	4	21	曙光之城	不重複：主線	1	否	20	30	0	0	954						954	0	Mission954Start											40165	推木工	1015	曙光之城	40165	2917 0 464	推木工	1015	曙光之城	8001889	8001889	8040029	1015	5100 0 620	8011889	8025198	8025274		8025275	31890	20715	副本	230	22323		2	30002	5	10000	30002	10	10000	30008	5	10000	30008	10	10000	30014	5	10000						"10,630"	3				554
	955	9300	2000955	1003	21 火燒木堆	4	22	曙光之城	不重複：其他（對話、跑腿）	0	否	20	30	0	0	955						955	0	Mission955Start	Mission955End		20125	1	20124	1	20124	1	20124	1	40165	推木工	1015	曙光之城	40165	2917 0 464	推木工	1015	曙光之城	8001890	8001890	8040032			8011890	8025198	8025277		8025278	14896	146324	跑腿	10227	10427		2	30002	10	9000	30008	10	8000	30022	1	3000	30023	1	3000	30029	1	3000					300	0	0				555
	956	9300	2000956	1003	22 終結威脅	4	23	曙光之城	不重複：其他（對話、跑腿）	0	否	20	30	0	0	956						956	0	Mission956Start											40165	推木工	1015	曙光之城	40164	587 -0 251	膽大的士兵	1004	神木密林	8001891	8001891	3200166			8011891	8025198	8025280		8025281	14896	29265	對話	2045	10427																						60	0	0				556
	957	9300	2000957	1003	23 瞭解捲笛	4	24	神木密林	不重複：其他（對話、跑腿）	0	否	20	30	0	0	957						957	0	Mission957Start											40164	膽大的士兵	1004	神木密林	40043	10112 -0 694	看笛象	1004	神木密林	8001892	8001892	3200037			8011892	8025198	8025283		8025284	14896	14632	對話	1023	10427																						30	0	0				557
	958	9300	2000958	1003	24 打破捲笛	4	25	神木密林	不重複：主線	1	否	20	30	0	0	958						958	0	Mission958Start											40043	看笛象	1004	神木密林	40043	10112 -0 694	看笛象	1004	神木密林	8001893	8001893	3100010	1004	10045 0 625	8011893	8025198	8025286		8025287	1750	875	打怪	341	1225		2	30002	3	5000	30008	3	5000	30022	1	5000	30023	1	5000	30027	1	5000					10	"1,750"	1				558
	959	9300	2000959	1003	25 協助象王	4	26	神木密林	不重複：其他（對話、跑腿）	0	否	20	30	0	0	959						959	0	Mission959Start											40043	看笛象	1004	神木密林	40161	5237 0 1041	象王	1004	神木密林	8001894	8001894	3002411			8011894	8025198	8025289		8025290	14896	4877	對話	341	10427																						10	0	0				559
	960	9300	2000960	1003	26 收服象王戰	4	27	神木密林	不重複：主線	1	否	20	30	0	0	960						960	0	Mission960Start	Mission960End										40161	象王	1004	神木密林	40161	5237 0 1041	象王	1004	神木密林	8001895	8001895	8040029	1004	10020 100 2950	8011895	8025198	8025292		8025293	42520	32301	副本	80	29764		2	1549	1	9000	1550	1	9000	1551	1	9000	1552	1	9000	30027	1	10000						"42,520"	1				560
	961	9300	2000961	1003	27 急救象王	4	28	神木密林	不重複：其他（對話、跑腿）	0	否	20	30	0	0	961						961	0	Mission961Start	Mission961End		20126	1							40036	小象兵	1004	神木密林	40161	5237 0 1041	象王	1004	神木密林	8001896	8001896	3002501	1004	5237 0 1041	8011896	8025198	8025295	8025296	8025297	14896	146324	跑腿	10227	10427		2	1434	1	9000	1435	1	9000	1436	1	9000	1437	1	9000	30027	1	10000					300	0	0				561
	962	9300	2000962	1003	28 收服象王	4	29	神木密林	不重複：其他（對話、跑腿）	0	否	20	30	0	0	962						962	0	Mission962Start	Mission962End										40161	象王	1004	神木密林	40002	-191 0 -900	吳用	3	英雄城1	8001897	8001897	3200002			8011897	8025198	8025299		8025300	14896	29265	結尾	2045	10427		1	30002	10	9000	30002	20	9000	30002	30	9000	30002	40	9000	30002	50	9000					60	0	0				562
	963	9300	2000963	1003	29 助象為快樂之本	4	30	神木密林	不重複：其他（對話、跑腿）	0	否	20	30	0	0	963						963	0	Mission963Start											40161	象王	1004	神木密林	40161	5237 0 1041	象王	1004	英雄城1	8001898	8001898	3200081	1016	650 0 650	8011898	8025198	8025302		8025303	14896	4877	對話	341	10427																						10	0	0				563
	964	9300	2000964	1003	30 尋找香料	4	31	神木密林	不重複：其他（對話、跑腿）	0	否	20	30	0	0	964						964	0	Mission964Start	Mission964End										40083	和平老人	1016	螢火密林	40083	650 0 650	和平老人	1016	螢火密林	8001899	8001899	3100047			8011899	8025198	8025305		8025306	14896	292648	跑腿	20453	10427		1	30002	3	9000	30008	3	8000	30022	1	3000	30023	1	3000	30029	1	3000					600	0	1				564
	965	9300	2000965	1003	*英雄的揚名*	5	1	英雄城2	不重複：其他（對話、跑腿）	0	否	35	43	0	0	965						965	0	Mission965Start	Mission965End										40172	阮小二	2001	英雄城2	40172	6276 0 166	阮小二	2001	英雄城2	8001900	8001900	6100000			8011900	8025198	8025308		8025309	28377		對話	2227	19864																						30	0	0				565
	966	9300	2000966	1003	1 彪族動向	5	2	英雄城2	不重複：其他（對話、跑腿）	0	否	35	35	0	0	966						966	0	Mission966Start											40172	阮小二	2001	英雄城2	40049	810 -1 247	梁山砲兵	1005	青青峽谷	8001901	8001901	3200047			8011901	8025198	8025311		8025312	19708		對話	1391	13796																						30	0	0				566
	967	9300	2000967	1003	2 猛虎出現	5	3	青青峽谷	不重複：主線	1	否	35	36	0	0	967						967	0	Mission967Start											40049	梁山砲兵	1005	青青峽谷	40049	810 -1 247	梁山砲兵	1005	青青峽谷	8001902	8001902	3300025	1005	5651 48 665	8011902	8025198	8025314		8025315	119760		打怪	20375	83832		2	30002	5	5000	30008	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					390	"3,992"	30				567
	968	9300	2000968	1003	3 虎族的妨礙	5	4	青青峽谷	不重複：其他（對話、跑腿）	0	否	35	36	0	0	968						968	0	Mission968Start											40049	梁山砲兵	1005	青青峽谷	40050	6907 0 358	阮小七	1005	青青峽谷	8001903	8001903	3200048			8011903	8025198	8025317		8025318	20628		對話	1567	14440																						30	0	0				568
	969	9300	2000969	1003	4 奪取情報	5	5	青青峽谷	不重複：主線	1	否	35	35	0	0	969						969	0	Mission969Start											40050	阮小七	1005	青青峽谷	40050	6907 0 358	阮小七	1005	青青峽谷	8001904	8001904	3300023	1005	2140 -100 -271	8011904	8025198	8025320		8025321	100260		打怪	20400	70182		2	20133	1	10000	30002	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					440	"3,342"	30				569
	970	9300	2000970	1003	5 鐵虎阻撓	5	6	青青峽谷	不重複：主線	1	否	35	37	0	0	970						970	0	Mission970Start											40050	阮小七	1005	青青峽谷	40049	810 -1 247	梁山砲兵	1005	青青峽谷	8001905	8001905	3300022	1005	7988 0 296	8011905	8025198	8025323	8025324	8025325	125220		打怪	23961	87654		2	30002	5	5000	30008	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					440	"4,174"	30				570
	971	9300	2000971	1003	6 遲到的砲車	5	7	青青峽谷	不重複：其他（對話、跑腿）	0	否	35	37	0	0	971						971	0	Mission971Start											40049	梁山砲兵	1005	青青峽谷	40052	3865 0 105	葫蘆砲車1號	1005	青青峽谷	8001906	8001906	3200050			8011906	8025198	8025327		8025328	21572		對話	1634	15100																						30	0	0				571
	972	9300	2000972	1003	7 砲車與彪仔	5	8	青青峽谷	不重複：其他（對話、跑腿）	0	否	35	37	0	0	972						972	0	Mission972Start											40052	葫蘆砲車1號	1005	青青峽谷	40051	3658 0 116	彪仔	1005	青青峽谷	8001907	8001907	3200049			8011907	8025198	8025330		8025331	21572		對話	1634	15100																						30	0	0				572
	973	9300	2000973	1003	8 彪假虎威	5	9	青青峽谷	不重複：主線	1	否	35	37	0	0	973						973	0	Mission973Start											40051	彪仔	1005	青青峽谷	40051	3658 0 116	彪仔	1005	青青峽谷	8001908	8001908	3300027	1005	9985 0 1465	8011908	8025198	8025333		8025334	107204		打王	11436	75043		2	30002	5	10000	30008	5	10000	30024	1	10000	30025	1	10000	30027	1	10000					210	"107,204"	1				573
	974	9300	2000974	1003	9 坦克隊長的任務	5	10	青青峽谷	不重複：主線	1	否	35	37	0	0	974						974	0	Mission974Start											40051	彪仔	1005	青青峽谷	40052	3865 0 105	葫蘆砲車1號	1005	青青峽谷	8001909	8001909	8040029	1005	3596 148 1758	8011909	8025198	8025336	8025337	8025338	59920		副本	49011	41944		2	1439	1	9000	1440	1	9000	1441	1	9000	1442	1	9000	30027	1	10000					900	"59,920"	1				574
	975	9300	2000975	1003	10 砲車維修	5	11	青青峽谷	不重複：其他（對話、跑腿）	0	否	35	37	0	0	975						975	0	Mission975Start	Mission975End		20134	1							40052	葫蘆砲車1號	1005	青青峽谷	40052	3865 0 105	葫蘆砲車1號	1005	青青峽谷	8001910	8001910	3200050	1005	3865 0 105	8011910	8025198	8025340		8025341	21572		跑腿	1634	15100		1	30002	3	9000	30008	3	8000	30022	1	3000	30023	1	3000	30029	1	3000					30	0	0				575
	976	9300	2000976	1003	11 彪族投靠高球	5	12	青青峽谷	不重複：其他（對話、跑腿）	0	否	35	37	0	0	976						976	0	Mission976Start											40052	葫蘆砲車1號	1005	青青峽谷	40049	810 -1 247	梁山砲兵	1005	青青峽谷	8001911	8001911	3200047			8011911	8025198	8025343		8025344	21572		對話	1634	15100																						30	0	0				576
	977	9300	2000977	1003	12 梁山的通知	5	13	青青峽谷	不重複：其他（對話、跑腿）	0	否	35	37	0	0	977						977	0	Mission977Start											40049	梁山砲兵	1005	青青峽谷	40172	6276 0 166	阮小二	2001	英雄城2	8001912	8001912	3200170			8011912	8025198	8025346		8025347	21572		對話	1634	15100																						30	0	0				577
	978	9300	2000978	1003	13 緊急任務	5	14	英雄城2	不重複：其他（對話、跑腿）	0	否	35	37	0	0	978						978	0	Mission978Start											40172	阮小二	2001	英雄城2	40169	4853 0 128	彪王	1006	雲在天草原	8001913	8001913	3200168	1006	4853 0 128	8011913	8025198	8025349		8025350	21572		跑腿	3267	15100		1	30002	3	9000	30008	3	8000	30022	1	3000	30023	1	3000	30029	1	3000					60	0	0				578
	979	9300	2000979	1003	14 彪王的請求	5	15	雲在天草原	不重複：主線	1	否	35	37	0	0	979						979	0	Mission979Start											40169	彪王	1006	雲在天草原	40169	4853 0 128	彪王	1006	雲在天草原	8001914	8001914	3300052	1006	3291 0 280	8011914	8025198	8025352		8025353	125220		打怪	9802	87654		2	30002	5	5000	30008	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					180	"4,174"	30				579
	980	9300	2000980	1003	15 和善的彪族	5	16	雲在天草原	不重複：其他（對話、跑腿）	0	否	35	37	0	0	980						980	0	Mission980Start											40169	彪王	1006	雲在天草原	40055	809 -0 179	彪城村民	1006	雲在天草原	8001915	8001915	3200053			8011915	8025198	8025355		8025356	21572		對話	1634	15100																						30	0	0				580
	981	9300	2000981	1003	16 標準謊言	5	17	雲在天草原	不重複：其他（對話、跑腿）	0	否	35	37	0	0	981						981	0	Mission981Start											40055	彪城村民	1006	雲在天草原	40171	4950 0 150	樹人	1006	雲在天草原	8001916	8001916	3200169			8011916	8025198	8025358		8025359	21572		對話	1634	15100																						30	0	0				581
	982	9300	2000982	1003	17 摸魚的樹人	5	18	雲在天草原	不重複：其他（對話、跑腿）	0	否	35	37	0	0	982						982	0	Mission982Start											40171	樹人	1006	雲在天草原	40087	3644 0 1926	將軍關勝	1006	雲在天草原	8001917	8001917	3200084			8011917	8025198	8025361		8025362	21572		對話	1634	15100																						30	0	0				582
	983	9300	2000983	1003	18 遺失螃蟹的將軍	5	19	雲在天草原	不重複：主線	0	否	35	38	0	0	983						983	0	Mission983Start											40087	將軍關勝	1006	雲在天草原	40087	3644 0 1926	將軍關勝	1006	雲在天草原	8001918	8001918	3300021	1006	4834 0 1544	8011918	8025198	8025364		8025365	39250		打怪	14753	27475		2	30002	5	5000	30008	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					260	"3,925"	10				583
	984	9300	2000984	1003	19 夾尻螃蟹手	5	20	雲在天草原	不重複：其他（對話、跑腿）	0	否	35	38	0	0	984						984	0	Mission984Start	Mission984End										40087	將軍關勝	1006	雲在天草原	40171	4950 0 150	樹人	1006	雲在天草原	8001919	8001919	3200084	1006	3644 0 1926	8011919	8025198	8025367	8025368	8025369	22532		跑腿	1702	15772		1	30002	3	9000	30008	3	8000	30022	1	3000	30023	1	3000	30029	1	3000					30	0	0				584
	985	9300	2000985	1003	20 彪王真面目	5	21	雲在天草原	不重複：其他（對話、跑腿）	0	否	35	38	0	0	985						985	0	Mission985Start	Mission985End		20136	1							40171	樹人	1006	雲在天草原	40171	4950 0 150	樹人	1006	雲在天草原	8001920	8001920	3200168	1006	4853 0 128	8011920	8025198	8025371		8025372	22532		跑腿	3404	15772		1	30002	3	9000	30008	3	8000	30022	1	3000	30023	1	3000	30029	1	3000					60	0	0				585
	986	9300	2000986	1003	21 戳破彪王假面	5	22	雲在天草原	不重複：其他（對話、跑腿）	0	否	35	38	0	0	986						986	0	Mission986Start	Mission986End		20137	1							40171	樹人	1006	雲在天草原	40171	4950 0 150	樹人	1006	雲在天草原	8001921	8001921	3200168	1006	4853 0 128	8011921	8025198	8025374		8025375	22532		跑腿	1702	15772		1	30002	3	9000	30008	3	8000	30022	1	3000	30023	1	3000	30029	1	3000					30	0	0				586
	987	9300	2000987	1003	22 坦克隊淪陷	5	23	雲在天草原	不重複：主線	1	否	35	38	0	0	987						987	0	Mission987Start											40171	樹人	1006	雲在天草原	40171	4950 0 150	樹人	1006	雲在天草原	8001922	8001922	8040029	1006	6302 0 1423	8011922	8025198	8025377		8025378	36252		副本	30640	25376		2	1554	1	9000	1555	1	9000	1556	1	9000	1557	1	9000	30027	1	10000					540	"36,252"	1				587
	988	9300	2000988	1003	23 坦克隊的集結	5	24	雲在天草原	不重複：其他（對話、跑腿）	0	否	35	38	0	0	988						988	0	Mission988Start											40171	樹人	1006	雲在天草原	40168	2105 0 1392	葫蘆砲車2號	1017	綠光森林	8001923	8001923	3200167			8011923	8025198	8025380		8025381	22532		對話	1702	15772																						30	0	0				588
	989	9300	2000989	1003	24 驅逐彪族尖兵	5	25	綠光森林	不重複：主線	1	否	35	39	0	0	989						989	0	Mission989Start											40168	葫蘆砲車2號	1017	綠光森林	40168	2105 0 1392	葫蘆砲車2號	1017	綠光森林	8001924	8001924	3300090	1017	1107 148 1870	8011924	8025198	8025383		8025384	136320		打怪	10040	95424		2	30002	5	5000	30008	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					170	"4,544"	30				589
	990	9300	2000990	1003	25 隱密的彪族	5	26	綠光森林	不重複：其他（對話、跑腿）	0	否	35	39	0	0	990						990	0	Mission990Start											40168	葫蘆砲車2號	1017	綠光森林	40127	749 -2 480	彪城村長	1017	綠光森林	8001925	8001925	3200124			8011925	8025198	8025386		8025387	23518		對話	1772	16463																						30	0	0				590
	991	9300	2000991	1003	26 神秘獅像	5	27	綠光森林	不重複：其他（對話、跑腿）	0	否	35	39	0	0	991						991	0	Mission991Start											40127	彪城村長	1017	綠光森林	40128	1691 148 1971	金獅石像	1017	綠光森林	8001926	8001926	3200125			8011926	8025198	8025389		8025390	23518		對話	1772	16463																						30	0	0				591
	992	9300	2000992	1003	27 金獅之心	5	28	綠光森林	不重複：其他（對話、跑腿）	0	否	35	39	0	0	992						992	0	Mission992Start											40128	金獅石像	1017	綠光森林	40127	749 -2 480	彪城村長	1017	綠光森林	8001927	8001927	3200124			8011927	8025198	8025392		8025393	23518		對話	1772	16463																						30	0	0				592
	993	9300	2000993	1003	28 傾聽心聲的辦法	5	29	綠光森林	不重複：其他（對話、跑腿）	0	否	35	39	0	0	993						993	0	Mission993Start											40127	彪城村長	1017	綠光森林	40071	2333 0 1117	牙醫武松	1018	暴雨之森	8001928	8001928	3200069			8011928	8025198	8025395		8025396	23518		對話	3544	16463																						60	0	0				593
	994	9300	2000994	1003	29 彪族強盜	5	30	綠光森林	不重複：主線	1	否	35	41	0	0	994						994	0	Mission994Start											40071	牙醫武松	1018	暴雨之森	40071	2333 0 1117	牙醫武松	1018	暴雨之森	8001929	8001929	3300092	1017	6603 0 -958	8011929	8025198	8025398		8025399	45360		打怪	17927	31752		2	30002	5	5000	30008	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					260	"4,536"	10				594
	995	9300	2000995	1003	30 金獅之聲	5	31	綠光森林	不重複：其他（對話、跑腿）	0	否	35	41	0	0	995						995	0	Mission995Start											40071	牙醫武松	1018	暴雨之森	40127	749 -2 480	彪城村長	1017	綠光森林	8001930	8001930	3200125	1017	1691 148 1971	8011930	8025198	8025401	8025402	8025403	26234		跑腿	8274	18364		1	30002	3	9000	30008	3	8000	30022	1	3000	30023	1	3000	30029	1	3000					120	0	0				595
	996	9300	2000996	1003	31 砲車隊出發	5	32	綠光森林	不重複：其他（對話、跑腿）	0	否	35	41	0	0	996						996	0	Mission996Start											40127	彪城村長	1017	綠光森林	40168	2105 0 1392	葫蘆砲車2號	1017	綠光森林	8001931	8001931	3200167			8011931	8025198	8025405		8025406	26234		對話	2068	18364		1	31019	3	10000																	30	0	0				596
	997	9300	2000997	1003	32 坦克大決戰	5	33	綠光森林	不重複：主線	1	否	35	39	0	0	997						997	0	Mission997Start											40168	葫蘆砲車2號	1017	綠光森林	40168	2105 0 1392	葫蘆砲車2號	1017	綠光森林	8001932	8001932	8040029	1017	3601 148 1753	8011932	8025198	8025408		8025409	37116		副本	21852	25981		2	30002	5	10000	30002	10	10000	30008	5	10000	30008	10	10000	30014	5	10000					370	"37,116"	1				597
